,Bankrupt?, ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Tax rate (A), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Operating Profit Per Share (Yuan ¥), Per Share Net profit before tax (Yuan ¥), Debt ratio %, Net worth/Assets, Borrowing dependency, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Working Capital to Total Assets, Cash/Total Assets, Current Liability to Assets, Working Capital/Equity, Current Liabilities/Equity, Retained Earnings to Total Assets, Total expense/Assets, Current Liability to Equity, Equity to Long-term Liability, CFO to Assets, Current Liability to Current Assets, Liability-Assets Flag, Net Income to Total Assets, Net Income to Stockholder's Equity, Liability to Equity
0,0.0,-0.9898579821295423,-0.8929960436332192,-0.8580319475642981,-0.8255150178857,-1.0187327090390779,-1.0149629444355042,-1.016023802710083,-0.6841723013187023,-0.5785339130642316,-0.6932621848117201,0.8329977736883086,-0.8329977736883099,0.07631719456869679,-0.578010007363874,-0.7278432335802225,-0.640250803800765,0.02938856696819122,1.0589303327547739,-0.12992559599819878,0.20996203464662555,-0.9585704104219863,0.6557978302009493,0.20996203464662555,-0.01944924732411427,0.3900373552599128,0.27563986040339,-0.03474041668898256,-0.8457496415143937,-0.1590223996277351,0.14244743304542007
1,0.0,-1.2287835307661454,-1.135483886720158,-1.1552245594669943,-0.8255150178857,-0.8758280465187771,-0.8724579270257617,-0.873550582447831,-0.822839343203324,-0.7337298751521608,-0.8209027247527639,0.4915756841926328,-0.4915756841926346,0.10932726573366355,-0.7348036638379362,-0.8648625572965086,-1.1310668936769155,-0.7050061901783917,0.7912485145835767,-0.34164324272293245,0.09351211976536908,-1.0791095158529123,1.0419123960676964,0.09351211976536908,-0.2452633197737026,-0.5046771920509806,0.5785677823521097,-0.03474041668898256,-1.1619455609318052,-0.21336456470723766,0.026902634964629548
2,0.0,-0.6026061726715195,-1.6370683019329357,-0.8197966317521576,-0.8255150178857,-1.011276808987518,-1.0075278954460989,-1.008590412703313,-1.2416138460685813,-1.2331786570141547,-1.2324334044145793,1.4545753397103738,-1.4545753397103762,0.8214523029376749,-1.2080199636019633,-1.2766341477545595,-0.571961466975683,-0.19583886271429218,-0.37118211904054854,-0.03098618964916095,0.011085502571276258,-0.8776300223764307,-0.5906780852144606,0.011085502571276258,1.8020206638585903,0.007923887724543865,0.04779753318108752,-0.03474041668898256,-1.704112810777103,-0.4866944722734403,0.45715540140130434
3,0.0,-0.8359193764818709,-0.7867000132619241,-0.822403598014609,-0.8255150178857,-0.8857692465875235,-0.8823713256783018,-0.883461769123524,-0.6203854467982893,-0.7591255641777385,-0.5876286566815774,0.4342078476459588,-0.4342078476459601,0.006330188695183377,-0.7600380829872432,-0.6117574159014036,-0.9244507152158407,-0.642911614448666,0.42858057175326986,-0.26277470327766195,0.020397435527038103,-1.0236697537282462,0.8223161181973447,0.020397435527038103,-0.08087943129695778,-0.8134128072964295,0.4082771568549453,-0.03474041668898256,-0.6835037022012902,-0.10555908532432146,0.009970615854636765
4,0.0,-1.2744840435247327,-0.5118251081802225,-0.7016147834049848,-0.8255150178857,-0.6571217924529035,-0.6543633037040815,-0.6555046225839761,-0.4928117670910925,-0.7478385989783358,-0.6734558946349835,-0.4352209895004105,0.43522098950040794,-0.25243760337722054,-0.7472791312707584,-0.6177044432653299,1.6948510531339962,-0.26216597988461465,0.09894323519320411,0.49370586954092244,-0.11371664044826794,-0.46235923445441646,0.33576803268849453,-0.11371664044826794,-0.2706094501418792,-4.6929648591206155,-0.47829369848481823,-0.03474041668898256,-0.386221593811822,-0.03698768261307864,-0.1835482953443877
5,0.0,-1.3233916222173043,-1.1520926309926067,-1.337711256396779,-0.8255150178857,-0.5316142005635996,-0.5292067045294443,-0.5303759496039088,-0.900492907778925,-0.8776388373868425,-0.7922936356954019,-0.05314014474682985,0.053140144746828315,-0.3134283520501438,-0.8791218877009768,-0.8334622982403076,1.322136270308373,0.27927797996645004,0.5161233237792673,0.4618475728308111,-0.021737343772556587,-0.34455073619744064,0.37381464294519634,-0.021737343772556587,-0.2706094501418792,-0.8871635464145985,-0.3543298253499446,-0.03474041668898256,-1.0546461643800955,-0.16342727171410304,-0.11042241717004975
6,0.0,-1.6280617840252378,-1.9667521057676594,-1.739181983149602,-0.8255150178857,-0.7192542339039495,-0.7163219864687763,-0.7174494805065006,-1.186147035181458,-1.227535174414454,-0.9881558450472809,-0.40960041661383234,0.40960041661383156,-0.005995477321032644,-1.2290013872385086,-1.0451761632514813,-0.7276100362889187,-0.5694054185322285,-0.9974580827253925,-0.21650775192180632,-0.2627749054353517,-1.9213674474060403,0.1249939128259682,-0.2627749054353517,0.18788551290531993,-1.3730426991962457,-0.01995251446626547,-0.03474041668898256,-1.8723064460922119,-0.2889356959512902,-0.17911454430792903
7,0.0,-1.2368011544846667,-1.562328907006265,-1.226481274798129,-0.8255150178857,-1.0386151091765707,-1.034789741740584,-1.035846176061469,-0.9559597186660473,-0.8889258372400894,-1.0497754079929769,1.139330801689003,-1.1393308016890047,0.4528162368530509,-0.890746728173806,-1.1134479414914384,-1.6896218981829771,-0.7721220451356995,0.8143818473881251,-0.6266637003718418,0.23217691140406307,-0.944732568703422,0.27862980167290774,0.23217691140406307,0.13674757884842864,-0.28164125527923023,1.2262601978428964,-0.03474041668898256,-1.6360944657839582,-0.4028491688044769,0.2759575653715864
8,1.0,-1.1542195068345782,-0.9145874233742424,-1.1048234768449392,-0.8255150178857,-0.2184666048232546,-0.2169348528223143,-0.21817377512152727,-1.0835333983732451,-0.47412936368130265,-1.0695816981697135,1.1499132106271226,-1.1499132106271233,0.31185044588003386,-0.4731028891811482,-1.062541478106888,-0.057686762928890835,-0.2392293123621664,1.476174195235891,0.18748148597388498,0.3890614001200423,-0.5071148546699387,0.10057278330636207,0.3890614001200423,-0.20749394294638746,-0.30201801027984065,0.08536834823702182,-0.03474041668898256,-0.8781056208398266,-0.18732982443734955,0.2813172544353853
9,0.0,-0.6916019192964247,-0.9810224461646891,-0.6581655675314526,-0.8255150178857,-1.0734092799278734,-1.080639181101741,-1.0816853850362704,-0.7091323735513143,-0.2935377125677958,-0.825304138802415,1.6333624450201678,-1.6333624450201703,0.5828022121734974,-0.2958948472814683,-0.8420260138589173,-1.048713424763501,-0.8656690951130646,-0.551970828596701,-0.30546267456432225,-0.0037100299190492977,-0.8665531736991401,0.305258179090676,-0.0037100299190492977,1.1860177222653332,0.008835356241274033,0.49885417991091985,-0.03474041668898256,-1.0005897188564623,-0.2766532804785527,0.5884854614028845
10,0.0,-1.0435761350532256,-1.0715401740472232,-0.9692619291629481,-0.8255150178857,-0.6869453631698333,-0.6841034702548615,-0.6852381532107769,-0.8838528498459737,-0.8409561831618626,-0.8076985410411657,0.5806907475536666,-0.5806907475536689,0.1854771362853304,-0.8425461471843044,-0.8498760786229675,-0.26705624867939204,-0.6674731717481974,1.0365643630502497,0.0023522742342641763,0.1537876312817621,-0.6400493108839417,-0.2235424061747085,0.1537876312817621,-0.17819300443256852,-0.665785162655834,0.11264297531598735,-0.03474041668898256,-0.9932846796122974,-0.18072717795918217,0.0543645715667769
11,0.0,-1.4845461138815084,-1.2459321107763406,-1.4741417874223346,-0.8255150178857,-0.7950558549388316,-0.7919116217875543,-0.793022249508382,-0.8644394733688874,-0.4148727444036731,-0.7790894519838036,0.2203316992640521,-0.22033169926405388,-0.024200561084994816,-0.41441157896247327,-0.821092507821449,0.7772151293879996,-0.41217347440555907,0.47985873834711346,0.33577399015215814,0.002414561698895844,-0.7575173606304274,0.4090465845272474,0.002414561698895844,-0.14999140908451852,-2.233951160531564,-0.2622266861095986,-0.03474041668898256,-1.1008310380795414,-0.1847824909369554,-0.047449051453421376
12,0.0,-1.3835238905623812,-1.3065540715480755,-1.4663209373302473,-0.8255150178857,-0.6372393923154107,-0.6345365063990014,-0.6356822492325901,-0.8034259667262384,-0.7196211513259853,-0.7064663977419966,-1.5519441376062253,1.5519441376062224,-0.3031569320332505,-0.7183587896414177,-0.7380721029807696,-0.04806666621428457,0.5497341921314847,-1.1459316005772802,-0.08506490760608414,-0.30389348473273853,-0.7502648744973677,0.1024313162014331,-0.30389348473273853,-0.2706094501418792,-0.8596752439957785,-0.5018882393162377,-0.03474041668898256,-1.2466212131806231,-0.14621794394521426,-0.33250398370844875
13,0.0,-0.5192227544262911,-0.9502962525037534,-0.48610668695620773,-0.8255150178857,-0.6919159632042069,-0.6890601695811319,-0.6901937465486238,-0.3763314495613196,-0.2624985409425168,-0.6382447283311615,0.1172924107071448,-0.11729241070714659,-0.2703593668909677,-0.2613038449684447,-0.6717033621409375,-1.0623487205555955,-0.25731511118825035,0.5314112414513716,-0.31522152963558675,-0.0010940603359507546,-0.6770393268402674,1.9771227684668315,-0.0010940603359507546,-0.2706094501418792,-1.9387934749345874,0.5231391118702641,-0.03474041668898256,-0.8051007240776212,-0.12159024545121672,-0.0723718433735267
14,1.0,-1.1069154528857117,-0.959431066423665,-1.06919512729525,-0.8255150178857,-0.9677840881760622,-0.9641568057480766,-0.9652290003974346,-0.8588927776133608,-0.708334186126583,-0.8165013399217903,1.1577107818952153,-1.157710781895217,0.29350367032091523,-0.7095692446886287,-0.8603428316417012,-1.8843262474896971,-0.8456373209799563,1.6409719318359506,-0.7268770586533252,0.4301831180388017,-0.6075018355267366,-0.29416435136885244,0.4301831180388017,-0.2669556679874188,-0.21277237545274535,1.2231144894051498,-0.03474041668898256,-1.060150373516993,-0.24027440053405033,0.2852219078733383
15,0.0,-1.0596114153834202,-0.8655916018734815,-1.080491910761598,-0.8255150178857,-0.6819747631354606,-0.6791467709285919,-0.6802825598729307,-1.0197465731864603,-0.44873367465572495,-0.8649167191558881,0.84525109996674,-0.8452510999667407,0.4352486078170463,-0.44758491610457624,-0.9124387131171839,-1.728292010266178,-0.8578932161666771,0.6010966107423912,-0.6080611693023089,0.11894401209906665,-0.5660801472397808,0.12014651549635297,0.11894401209906665,0.26156784185322596,-0.5044969049909642,1.3981194686230318,-0.03474041668898256,-0.9880686524494016,-0.19562555679990984,0.14723612124903596
16,0.0,-1.3009422429122928,-1.806477618427029,-1.4428583545904716,-0.8255150178857,-0.07183399227717417,-0.07071231091786973,-0.07198385985589076,-1.3248140770660797,-1.1090219012053495,-1.2478383097603423,-0.380081048881774,0.3800810488817712,-0.026325684651942967,-1.1119023555502254,-1.3273027590662911,-0.6538205213890566,-0.6983372997695639,-0.6544106879109403,-0.19375350398884,-0.21435803279067342,-0.8123082871261705,-0.05881629656038874,-0.21435803279067342,0.06899010070786137,-0.6398624046814407,0.03455320547404489,-0.03474041668898256,-1.6954516572117786,-0.26080767997477955,-0.17389379763811322
17,0.0,-1.3618762818525096,-1.6686249373775601,-1.5019492868799362,-0.8255150178857,-0.8522177258448134,-0.8489136346328187,-0.850011543493338,-0.8477994154359368,-0.9792216627968429,-0.8649167191558881,0.011468266057341674,-0.011468266057344231,-0.30726548737198683,-0.9817607833963914,-0.9117250622626245,0.03538009851924483,-0.5260061119975511,0.572613290825455,0.049308609389275594,-0.006319436930183079,-0.9151261373688284,0.26383274527491524,-0.006319436930183079,-0.2706094501418792,-1.2469362352032223,-0.053801279555504046,-0.03474041668898256,-1.5851510307630778,-0.26716066912330444,-0.09645209027061696
18,0.0,-3.472919789351599,-3.1335171906685964,-3.726549000011718,-0.8255150178857,-1.6798221302496894,-1.6742035725404938,-1.6751173344400496,-1.3691875257757782,-0.7224429099527581,-1.6989815697756308,1.8650616134434286,-1.8650616134434315,0.04536143274315065,-0.7237458963978353,-1.1436588140020756,-1.0342739535004788,-0.6819404106870728,1.9917176366649225,-0.2932354022300992,0.9185858447194092,-5.472934550563692,4.910660276327954,0.9185858447194092,0.3652151027327573,-1.277605274527901,0.5096425935187215,-0.03474041668898256,-3.6930618175738217,-1.4451771959215862,0.8041676141971427
19,0.0,-1.1598318516608317,-0.946144074052417,-1.0709330939823802,-0.8255150178857,-1.033644509142197,-1.0298330424143136,-1.030890582723622,-1.003106515253509,0.1861588628683219,-0.9793530461666562,2.0009620859901482,-2.000962085990149,0.9389709837868433,0.18979688509358042,-1.0366124791782394,-1.2196946735005334,-0.6153952817157611,1.319292489761839,-0.43982819290791936,0.7923536316700853,-0.8103791694689886,1.964751796423023,0.7923536316700853,1.1941368014978695,0.48880264765321035,0.6323594280475499,-0.03474041668898256,-0.9008226863310018,-0.29694486624409083,0.9638348927470737
20,1.0,-1.6240529639426895,-1.3954109006296838,-1.6296899682380825,-0.8255150178857,-1.1616373715593789,-1.1574679618452464,-1.1584970229723348,-1.5827347843582376,-1.3629788954226614,-1.2610424934719406,1.9959493523920828,-1.9959493523920846,1.0895706133686074,-1.366514839174211,-1.3410998511942676,-2.315866734763025,-0.5374840904840062,2.1354645102633065,-1.3164613464347725,1.0925325925486296,-0.9067353359646774,1.6099294689633263,1.0925325925486296,-0.2706094501418792,-1.0636635247682673,1.624646566195671,-0.03474041668898256,-1.5712306329797687,-0.603761487542337,0.9578723618578101
21,0.0,-1.434836764593797,-1.534924450012978,-1.558433269138705,-0.8255150178857,-0.9155928173044533,-0.9121114922290817,-0.9131952997503248,-0.8311593868366137,-0.8748171134139144,-0.7350754867993579,-0.9593289607284918,0.9593289607284889,-0.3134283520501438,-0.8677805663336114,-0.7644768691457912,1.6794735709239936,1.1475054626240957,-0.5124252394065287,0.39242627431506266,-0.21835292714161003,-0.9596248136034407,1.4926236666490358,-0.21835292714161003,-0.2706094501418792,-0.21878030357675332,-0.6015020676251525,-0.03474041668898256,-1.449927476837053,-0.19296414233093742,-0.26295352890458235
22,1.0,-1.7146522517578746,-1.5614984652225772,-1.7018156669127829,-0.8255150178857,-1.063468079859127,-1.0595732089650938,-1.0606241133504228,-1.4579344525288032,-0.567246947864829,-1.3446690390098603,1.8890112874125637,-1.8890112874125655,1.2128979610780921,-0.5626992444110113,-1.4000942629610555,-0.5656261440726814,-0.8413074976819562,1.6402196371725248,0.05557830258512824,0.8174563967533177,-0.9289967650306773,0.31679242112996564,0.8174563967533177,0.7047011529408505,-1.7273787660683773,0.2805605148032801,-0.03474041668898256,-1.6092517588877815,-0.5789593008472561,0.830392232942584
23,0.0,-1.1413912924383687,-1.7317382082668071,-1.260371657660687,-0.8255150178857,-1.085835780013806,-1.0818783559333085,-1.082924283370732,-0.8117459810258992,-0.680116738474232,-0.8363076300985269,-0.39567617299509017,0.3956761729950884,-0.05218123859295131,-0.6812159760920168,-0.8812763376791694,-1.5593774522191557,-0.8114585804174353,0.01786523796514191,-0.4627670763858411,-0.12220789524697641,-1.710116520151411,0.060697036699956596,-0.12220789524697641,-0.2686031576628507,0.10476499566743673,1.3765271562925028,-0.03474041668898256,-1.8305233881895229,-0.2828059481079086,-0.1766607913055194
24,0.0,-1.4300261903626843,-1.2451016689926528,-1.4246096881438444,-0.8255150178857,-0.8795559965445567,-0.8761754515204639,-0.8772672774512156,-1.1667336293707435,-0.5474947414389526,-1.0079621352240173,1.5403485868136537,-1.540348586813656,0.6150330734752523,-0.5456872623599635,-1.0539777624882782,-0.5002439672037579,-0.5380413260859603,2.211652819589889,0.02552811777077368,0.7556699957067601,-0.6628226806803283,0.5035449942257326,0.7556699957067601,-0.2706094501418792,-1.6064628425162484,0.28687124880996895,-0.03474041668898256,-1.167012991064042,-0.32178156210844217,0.5171733466126551
25,0.0,-1.7595510103678977,-2.3512447931218547,-1.776548315618178,-0.8255150178857,-0.8261220756643546,-0.8228909631699016,-0.8239946784696442,-0.9698264287212355,-1.052587005900648,-0.9463425722783214,0.013139183397652951,-0.013139183397654486,-0.3134283520501438,-1.0557628565679285,-0.9057780348986982,1.3885790212934583,1.8386600134292381,0.5927935857787995,0.4990697987434648,-0.0030418602278598187,-1.6267217148049338,-0.11830293550147919,-0.0030418602278598187,-0.2706094501418792,-2.6250827629514344,-0.3524086659801359,-0.03474041668898256,-1.4054477566246852,-0.23301115920775342,-0.09613388737725895
26,0.0,-0.4663063556511711,-0.7493303157985878,-0.5999436185855526,-0.8255150178857,-1.0137621090047044,-1.0100062451092338,-1.011068209372236,-0.7535058222610136,-0.4995250873607252,-0.5370125850319925,1.352093011318325,-1.3520930113183263,-0.031780153694415565,-0.4991879004686476,-0.645774363212289,-0.03031419824876072,-0.751459151265316,2.0623074087746414,0.25216166697414166,0.6139628813042035,-1.1228000910407536,-0.5554837485666485,0.6139628813042035,-0.2706094501418792,-0.4482483438609383,0.1273399826988897,-0.03474041668898256,-1.9402551266262869,-0.5379918668028387,0.39225138425484257
27,0.0,-1.1293648486372991,-0.9013004310029934,-1.2160534584435891,-0.8255150178857,-0.3365182671716899,-0.33465637360070705,-0.335869028694547,-0.911586269956349,-0.9199650088653685,-0.6778573086846346,0.04154461237712696,-0.04154461237712798,-0.1338563290745274,-0.9165482203558416,-0.7042930392880717,-0.028829960628898955,-0.3761525301675,0.3577155732648333,0.031032773252845446,-0.03659536336114928,-0.09800651083576666,0.3950547993823352,-0.03659536336114928,-0.15605867826804365,-1.086512336562772,-0.06642846418331712,-0.03474041668898256,-0.8242674368059217,-0.12306274458194537,-0.08982903165124315
28,0.0,-0.8888357752569909,-1.1412969487388707,-0.9466683459984947,-0.8255150178857,-0.6583644424614967,-0.6556024785356488,-0.6567435209184377,-0.7951059524265769,-0.7252646339256866,-0.7834908368147773,0.2854970886559501,-0.28549708865595186,0.15133365743931484,-0.7260141537069483,-0.7751815057827113,-0.8174774160291621,0.2081561212922493,-0.21609049241982778,-0.22669045221741535,-0.1067887757554382,-0.7640235137093104,-0.17798843580449028,-0.1067887757554382,0.29319322658266234,-1.3081058387033953,0.26441393733149066,-0.03474041668898256,-0.8961721164422547,-0.14573384439807718,-0.03078037504551115
29,0.0,-0.8864304799181466,-0.7252476107065006,-0.9075640468427886,-0.8255150178857,-0.9764826382362154,-0.9728310295690492,-0.9739012887386661,-0.6176120989205262,-0.75630384020481,-0.5458153839126171,0.7834275084097267,-0.7834275084097291,0.12080290765913666,-0.7557851222962826,-0.5670358319535983,-1.5148321598762284,-0.7673652637737973,0.9472585248427805,-0.509416213321435,0.1766148958686906,-0.7757646400136726,1.0395080659657923,0.1766148958686906,-0.1007987059211495,-0.4536824099838595,0.9452758459127671,-0.03474041668898256,-0.6505888966545903,-0.10834021359062589,0.12382639545861134
30,0.0,-2.907676453750614,-4.155786105951214,-3.4145836388048996,-0.8255150178857,-1.4884541468835593,-1.4833707661064586,-1.4843271085340726,-1.5466813499482,-1.5492140637897145,-1.6461647764918812,0.8992771018327914,-0.8992771018327926,0.24306766191510026,-1.553079429415806,-1.411036783216162,-1.3455534675634402,-0.6330722895284526,0.637052688721292,-0.4422056255070318,0.13709037956788073,-4.009096388525686,1.117429978039355,0.13709037956788073,0.30922456165629086,-3.473853069862582,0.7982876799413546,-0.03474041668898256,-4.50907083910512,-1.1078635333118463,0.16864331221829892
31,0.0,-1.1566248021734233,-1.1188751272141588,-1.0822298936804857,-0.8255150178857,-0.6496658924013435,-0.6469282547146762,-0.6480712325772061,-1.0003331673757465,-0.48259460490777684,-0.9639481408208924,0.7160342415126596,-0.7160342415126615,0.106352118075976,-0.48245947234486425,-0.993793932630558,0.30113480900556483,-0.3633670924391863,1.2069035864215194,0.2565215987413747,0.21351046010708027,-0.6638716044430841,1.0287456550928997,0.21351046010708027,-0.21957786061382997,1.194228802680049,-0.046304693563206496,-0.03474041668898256,-1.1778715065786152,-0.2330016416695155,0.0995648204669987
32,0.0,-1.9503707509070702,-2.1286874766756654,-1.9833665623995465,-0.8255150178857,-0.7204968839125426,-0.7175611613003438,-0.7186883788409621,-1.13345354283847,-1.3742658952759084,-1.0035607211743656,-1.2266741508115924,1.22667415081159,-0.22672374123136513,-1.377005533581583,-1.0627793617250745,-0.666486432489185,-0.5233813509296367,-1.1888267331596591,-0.21927703513819433,-0.30390004730470327,-1.238404685585528,1.499511637103768,-0.30390004730470327,-0.13219356996754855,-2.1674079837792775,-0.18161340791421615,-0.03474041668898256,-2.1377002564035017,-0.2791897367923913,-0.2965444378054504
33,0.0,-1.0259373464259034,-1.1587361347950063,-0.9979384119641153,-0.8255150178857,-1.0311592091250108,-1.027354692751179,-1.028412786054699,-0.8172926767814257,-0.8776388373868425,-0.7262726879187331,0.560639850007143,-0.5606398500071443,0.06555001161899891,-0.8728841539845658,-0.7597192598727973,-1.1528848901379,-0.8219322052081218,0.5600959682275721,-0.35089518323847296,0.062139245164116,-1.6299139063985961,-0.8786721583780931,0.062139245164116,-0.16562317497421647,-0.2347302859612162,0.6041748541543905,-0.03474041668898256,-1.1089576622158284,-0.20589944797798532,0.04795013329788668
34,1.0,-4.24181106344139,-4.064437951518544,-4.526014520143104,-0.8255150178857,-1.6065058092319937,-1.6010922868848505,-1.6020223621070915,-3.1607658547665785,-3.1547867173853987,-2.5132401302186373,2.473271914434478,-2.47327191443448,1.3669685645904393,-2.8669705835651693,-2.441774135033998,-0.7452096457074512,-0.8437867784483624,3.197667675148316,0.07180881680936248,2.442350142422988,-3.040684713470198,-0.12204680997054605,2.442350142422988,-0.2706094501418792,-0.9278250133095084,0.40717523230763597,-0.03474041668898256,-5.226354953117163,-3.4388866977461294,1.8819537576740597
35,0.0,-0.7813994529630467,-1.009257344941664,-0.7893821822638601,-0.8255150178857,-0.8770706965273704,-0.8736971018573291,-0.8747894807822926,-0.5565986216115054,-0.3527943664992702,-0.6866601075652601,-0.12443220648937785,0.12443220648937581,-0.042972412029579285,-0.35146727323103655,-0.6931126354147777,0.611450835697046,0.1356677478710079,-0.5460433169556133,0.21911173778935464,-0.18676840959450824,-0.8444700748052985,0.5237236806320096,-0.18676840959450824,0.16781326170571864,-0.7928328149002922,-0.4493327329674528,-0.03474041668898256,-0.97184315730936,-0.1454206073231788,-0.12535031630259544
36,0.0,-2.131569310090865,-1.6096638601731998,-1.6331659016123439,-0.8255150178857,-1.518277717600489,-1.5131109326572387,-1.514060639160873,-1.0641200218961586,-1.3065440347718047,-1.1223984622347847,2.2554969896299597,-2.255496989629962,0.5112567865735602,-1.3103753401919143,-1.1909970862045645,0.2503564195978823,-0.17942107972499682,1.7190380610305487,0.9742253743486976,1.2328675587522266,-2.1311142515859403,1.813020698583809,1.2328675587522266,-0.2706094501418792,-2.313574249832345,0.021732441204675698,-0.03474041668898256,-1.4666117435471162,-0.6756863009723577,1.3642821724006045
