,Bankrupt?, ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Tax rate (A), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Operating Profit Per Share (Yuan ¥), Per Share Net profit before tax (Yuan ¥), Debt ratio %, Net worth/Assets, Borrowing dependency, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Working Capital to Total Assets, Cash/Total Assets, Current Liability to Assets, Working Capital/Equity, Current Liabilities/Equity, Retained Earnings to Total Assets, Total expense/Assets, Current Liability to Equity, Equity to Long-term Liability, CFO to Assets, Current Liability to Current Assets, Liability-Assets Flag, Net Income to Total Assets, Net Income to Stockholder's Equity, Liability to Equity
0,0.0,-0.9048710391406088,-0.835695834762684,-0.7607057156944503,-0.8255150178857,-0.35888596732636907,-0.3569615205689219,-0.35816919871485614,-0.7063590256735511,-0.7478385989783358,-0.6954629064458847,0.0460003489645968,-0.046000348964599105,-0.10311307327166525,-0.7472791312707584,-0.7302220382167194,-0.5999827706082249,-0.39495225450682636,-0.7956193604861654,-0.16011750692355312,-0.21628671562512353,-0.36242111308630365,-0.4804687787805679,-0.21628671562512353,0.1256273901434018,-0.39958207969471915,-0.053878736540101974,-0.03474041668898256,-0.7015557067769522,-0.09958051742510408,-0.08878565421946452
1,0.0,-0.3620770992912121,-0.03349294104229319,-0.28710929026692594,-0.8255150178857,-0.3452168172318423,-0.3433305974216789,-0.3445413170357777,-0.043530525571324856,0.036606383380094046,-0.07266514130510571,1.9497209217941236,-1.9497209217941243,1.608452111217148,0.038957408408664934,-0.05606797143576231,0.07406045509060426,-0.5396429044794192,2.004402630225957,0.5667078978309555,0.9986802522355508,-0.06081765085050758,-0.756370762944956,0.9986802522355508,0.5065192956178773,-3.262286394892145,0.09370998804668465,-0.03474041668898256,-0.03786094589926706,0.09612001032095123,0.9005757853809229
2,0.0,0.0812981584293382,-0.32912879931488126,-0.021200111196093788,4.4130427871724285,0.11332074104599005,0.11392462135832832,0.1126118743777788,0.15892337083370978,0.22284151709330224,-0.1915028531468466,0.2854970886559501,-0.28549708865595186,-0.15864935290211238,0.1903639581263091,-0.19023272327917942,-0.07189071206119782,1.086517688365271,0.6660727178740937,0.042700556559833035,0.04162828315135431,-0.08389397363108438,0.2381652345800668,0.04162828315135431,-0.2706094501418792,-0.34468463538228,-0.003918133405256197,-0.03474041668898256,-0.222210821535683,-0.006053417248918481,-0.030692571171538185
3,0.0,-0.6635401951651605,-0.38393768283435314,-0.599074635241987,2.862192083389069,-0.3377609171802831,-0.3358955484322745,-0.33710792702900855,-0.4123848839713565,-0.48259460490777684,-0.40937204509094854,1.295282171782246,-1.2952821717822474,0.42150621386956644,-0.48047473414121494,-0.4202634060731379,-0.15635363566288854,-0.6111766479617528,1.3095929845827943,0.16943744410010791,0.4000451482836954,-0.1612772226839344,-1.0168871937082216,0.4000451482836954,-0.10198667930372947,-0.3692632186270307,0.1011288029546901,-0.03474041668898256,-0.29803693687120825,-0.02082275898954504,0.3587570320474068
4,0.0,-0.4783328158988174,-0.3714811170132416,-0.44265747108267367,-0.8255150178857,-0.47196705912974013,-0.4697263714278842,-0.4709088883503074,-0.4151582025154915,-0.3048247124210433,-0.4247769504367115,0.03653187877906176,-0.0365318787790633,-0.027884104378363205,-0.3032666922415351,-0.4373908373103572,-0.9762287172953485,-0.7591510013075831,-0.04574616713695362,-0.28644088083134356,-0.09994379919980514,-0.15804617703041893,-0.3220955982340476,-0.09994379919980514,-0.08698840536741397,0.2791696204769391,0.4297380812833765,-0.03474041668898256,-0.2925185183352711,-0.020857591884604003,-0.09096855225742075
5,0.0,-0.5015839657989689,-0.38393768283435314,-0.3913874051170549,-0.8255150178857,-0.4297169588375682,-0.42759442715458934,-0.4287863449786121,-0.420704898271018,-0.48259460490777684,-0.4247769504367115,-0.439676744510749,0.4396767445107472,-0.04651426352779122,-0.4810418071739436,-0.43786660454673015,-0.38408618109252357,-0.661299518733703,-0.008706684386475656,-0.11658834409274707,-0.12869635294741846,0.1277564077750469,-0.6487063401091111,-0.12869635294741846,-0.2304396080645416,-0.28614418363624744,0.015673458102914834,-0.03474041668898256,-0.2839508139708278,-0.01977492335081399,-0.1842844281370954
6,0.0,-1.0347567407395646,-0.78753045504561,-0.9562271627777125,-0.8255150178857,-0.6111437716242614,-0.6085138643429244,-0.6096654136091747,-0.6647589248416159,-0.6095731193433555,-0.6228398229853985,0.022607653583187993,-0.022607653583190293,0.08998877428864907,-0.6021103152695253,-0.6386379493027982,-0.11552719361829412,-0.827301464395271,-0.4002011792256428,0.00019380472726430878,-0.15604901022982887,-0.2907827401889797,0.020861685071297688,-0.15604901022982887,0.1913731207353424,-1.325575603012262,-0.1956719448486505,-0.03474041668898256,-0.6925808967294396,-0.0973346373808362,-0.09407366665144797
7,0.0,0.5968321447426116,0.7487794565044474,0.5888268452569864,0.19003504207448854,0.30593137442071344,0.30599660262393075,0.30464099861821753,0.5610578157660158,0.06482383103244459,0.48631236847449094,0.15683722721246512,-0.15683722721246615,-0.053456274729062156,0.06929545003072737,0.5471976288505543,-0.42752739394359063,-0.6201363494783313,0.6592456087031433,-0.09495674026297617,0.024052788111128966,0.5996773206560281,-0.6107476768760319,0.024052788111128966,-0.2706094501418792,-0.21933805371702006,0.13674491279347145,-0.03474041668898256,0.6383597970694677,0.16452961488209217,-0.06303106877111837
8,0.0,0.7154931566890629,0.42573915647212507,0.5549364623944266,1.2142774003897614,-0.17373123400320567,-0.17232458829272465,-0.1735734644811874,0.5832445694544928,0.8492688133908745,0.5743403280620618,0.9599867362143512,-0.9599867362143535,-0.3134283520501438,0.855815508815614,0.6283149962911098,0.29620031876126707,-0.47775479278194277,1.5446609712472126,0.31148508423072213,0.34458656458906495,0.32312893061743786,4.525145488944609,0.34458656458906495,-0.2706094501418792,1.2799207619664095,-0.007436552540180286,-0.03474041668898256,0.5111553110898976,0.19277423688834758,0.19388534082933023
9,0.0,-0.24902843217101442,-0.3100287296913684,-0.24192210770626252,-0.46985518765177353,0.24379893296966668,0.24403791985923506,0.24269614069569226,-0.30699792861900915,-0.36408133169867285,-0.37416087878712656,0.13622935107821488,-0.13622935107821615,0.03445249465819842,-0.36507685190751493,-0.3852949558348745,-0.768972106679006,-0.7058442631991773,-0.7654625344636014,-0.21406516363851183,-0.20712087122787265,0.058519967498718954,-0.6618778524626603,-0.20712087122787265,0.4253096745038848,-0.08780296329685329,0.10659435750413596,-0.03474041668898256,-0.2472065625821331,-0.01180680148825412,-0.06792389485038142
